300	136	16	14	10	140
4	4	4	4	50	60	74	89	74	89	60	125	4	4	4	4
10	25	10	25	51	8	8	8	8	8	8	126	10	25	10	25
9	24	9	26	34	13	13	13	13	13	13	28	14	24	9	24
4	4	4	4	34	13	13	13	13	13	13	13	15	29	10	25
9	24	9	26	34	13	13	13	13	13	13	13	13	12	14	24
10	25	4	4	4	4	4	4	34	13	13	13	13	13	15	29
9	24	9	24	9	24	9	26	34	13	13	13	13	13	13	12
9	24	9	24	9	24	9	24	4	4	4	4	4	4	4	4
10	25	10	25	10	25	10	25	10	25	10	25	10	25	10	25
14	24	4	4	4	4	9	26	48	41	48	41	48	41	48	41
15	29	10	25	10	25	11	27	13	13	13	13	13	13	13	13
13	12	14	24	4	4	4	4	4	4	4	4	4	4	4	4
13	13	15	29	10	25	10	25	10	25	10	25	10	25	10	25
4	4	4	4	4	4	4	4	9	26	14	24	9	26	14	24
10	25	10	25	10	25	10	25	11	27	15	29	11	27	15	29
9	24	9	26	33	41	48	41	12	13	13	12	12	13	13	12
4	4	4	4	34	13	13	13	13	13	13	13	13	13	13	13
9	24	9	24	52	61	75	61	75	61	75	61	75	61	75	61
10	25	10	25	53	62	76	62	76	62	76	62	76	62	76	62
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
10	25	10	25	10	25	10	25	10	25	10	25	10	25	10	25
9	24	9	24	9	24	9	24	9	24	4	4	4	4	4	4
4	4	4	4	4	4	4	4	35	42	9	24	9	24	9	24
10	25	10	25	10	25	10	25	36	43	10	25	10	25	10	25
14	24	4	4	4	4	9	24	9	24	9	26	14	24	9	26
15	29	10	25	10	25	10	25	10	25	11	27	15	29	11	27
13	30	4	4	35	42	9	24	4	4	4	4	4	4	4	4
13	28	10	25	36	43	10	25	10	25	10	25	10	25	10	25
13	28	9	24	9	24	9	24	9	24	35	42	9	24	9	26
4	4	4	4	10	25	10	25	10	25	36	43	4	4	4	4
9	24	9	24	9	24	9	24	9	24	9	24	35	42	9	26
10	25	4	4	4	4	4	4	4	4	4	4	36	43	11	27
9	24	9	24	9	24	9	24	9	24	9	24	9	24	49	13
4	4	4	4	4	4	4	4	10	25	10	25	10	25	34	13
14	24	35	42	9	24	9	24	9	24	9	24	9	26	34	13
15	29	36	43	4	4	4	4	4	4	10	25	11	27	13	13
13	30	14	24	9	24	9	24	9	24	9	24	4	4	4	4
4	4	4	4	9	24	9	24	9	24	9	24	9	24	9	26
10	25	10	25	10	25	10	25	4	4	4	4	4	4	4	4
9	24	4	4	4	4	9	24	9	24	9	26	14	24	9	24
10	25	10	25	10	25	10	25	10	25	11	27	15	29	10	25
4	4	4	4	4	4	4	4	9	24	4	4	4	4	4	4
10	25	10	25	10	25	10	25	10	25	10	25	10	25	10	25
14	24	9	24	9	24	4	4	4	4	4	4	4	4	9	24
15	29	10	25	10	25	10	25	10	25	10	25	10	25	10	25
13	30	9	24	9	24	9	24	4	4	4	4	4	4	9	26
13	28	10	25	10	25	10	25	10	25	10	25	10	25	11	27
13	28	14	24	9	24	9	24	9	24	4	4	4	4	4	4
13	13	15	29	10	25	10	25	10	25	10	25	10	25	10	25
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
10	25	10	25	10	25	10	25	10	25	10	25	10	25	10	25
9	24	9	24	9	24	9	24	9	24	9	24	9	24	9	24
